Timestamp,Values,Type
2024-07-01 22:09:00,51,Low
2024-07-01 22:17:00,58,Low
2024-07-01 22:19:00,62,Peak
2024-07-01 23:15:00,100,Peak
2024-07-01 23:32:00,97,Low
2024-07-01 23:32:00,98,Peak
2024-07-01 23:39:00,95,Low
2024-07-01 23:39:00,96,Peak
2024-07-01 23:42:00,94,Low
2024-07-01 23:43:00,95,Peak
2024-07-02 00:18:00,89,Low
2024-07-02 00:19:00,90,Peak
2024-07-02 01:25:00,74,Low
2024-07-02 01:25:00,75,Peak
2024-07-02 01:34:00,73,Peak
2024-07-02 01:34:00,72,Low
2024-07-02 02:11:00,65,Peak
2024-07-02 02:11:00,64,Low
2024-07-02 02:28:00,61,Peak
2024-07-02 02:28:00,60,Low
2024-07-02 02:55:00,58,Low
2024-07-02 03:42:00,82,Peak
2024-07-02 04:06:00,77,Peak
2024-07-02 04:06:00,76,Low
2024-07-02 04:09:00,76,Peak
2024-07-02 04:09:00,75,Low
2024-07-02 04:31:00,71,Low
2024-07-02 04:31:00,72,Peak
2024-07-02 04:48:00,67,Low
2024-07-02 04:48:00,68,Peak
2024-07-02 04:51:00,66,Low
2024-07-02 04:51:00,67,Peak
2024-07-02 05:05:00,63,Low
2024-07-02 05:05:00,64,Peak
2024-07-02 05:27:00,60,Peak
2024-07-02 05:27:00,59,Low
2024-07-02 05:30:00,58,Low
2024-07-02 05:30:00,59,Peak
2024-07-02 05:35:00,57,Low
2024-07-02 05:35:00,58,Peak
2024-07-02 05:38:00,57,Peak
2024-07-02 05:38:00,56,Low
2024-07-02 05:43:00,56,Peak
2024-07-02 05:43:00,55,Low
2024-07-02 05:54:00,54,Peak
2024-07-02 05:54:00,53,Low
2024-07-02 05:57:00,52,Low
2024-07-02 06:12:00,50,Peak
2024-07-02 06:12:00,49,Low
2024-07-02 06:17:00,49,Peak
2024-07-02 06:17:00,48,Low
2024-07-02 06:37:00,44,Peak
2024-07-02 06:37:00,43,Low
2024-07-02 06:51:00,40,Low
2024-07-02 06:51:00,41,Peak
2024-07-02 07:16:00,38,Peak
2024-07-02 07:16:00,37,Low
2024-07-02 07:26:00,36,Low
2024-07-02 14:07:00,100,Peak
2024-07-02 15:08:00,93,Low
2024-07-02 15:08:00,94,Peak
2024-07-02 15:43:00,88,Low
2024-07-02 15:43:00,89,Peak
2024-07-02 15:51:00,87,Low
2024-07-02 15:51:00,88,Peak
2024-07-02 15:54:00,87,Peak
2024-07-02 15:54:00,86,Low
2024-07-02 15:59:00,86,Peak
2024-07-02 15:59:00,85,Low
2024-07-02 16:02:00,85,Peak
2024-07-02 16:02:00,84,Low
2024-07-02 16:11:00,84,Peak
2024-07-02 16:12:00,83,Low
2024-07-02 16:17:00,83,Peak
2024-07-02 16:17:00,82,Low
2024-07-02 16:22:00,81,Low
2024-07-02 16:22:00,82,Peak
2024-07-02 16:26:00,80,Low
2024-07-02 16:27:00,81,Peak
2024-07-02 16:31:00,80,Peak
2024-07-02 16:31:00,79,Low
2024-07-02 16:35:00,78,Low
2024-07-02 16:35:00,79,Peak
2024-07-02 17:10:00,70,Low
2024-07-02 17:10:00,71,Peak
2024-07-02 17:15:00,69,Low
2024-07-02 17:15:00,70,Peak
2024-07-02 17:18:00,68,Low
2024-07-02 17:18:00,69,Peak
2024-07-02 17:39:00,64,Peak
2024-07-02 17:39:00,63,Low
2024-07-02 17:47:00,61,Low
2024-07-02 17:47:00,62,Peak
2024-07-02 18:06:00,56,Low
2024-07-02 18:06:00,57,Peak
2024-07-02 18:11:00,55,Low
2024-07-02 18:11:00,56,Peak
2024-07-02 18:18:00,53,Low
2024-07-02 18:20:00,54,Peak
2024-07-02 18:30:00,51,Peak
2024-07-02 18:30:00,50,Low
2024-07-02 18:55:00,43,Low
2024-07-02 20:03:00,92,Peak
2024-07-02 20:28:00,84,Peak
2024-07-02 20:28:00,83,Low
2024-07-02 20:39:00,80,Peak
2024-07-02 20:39:00,79,Low
2024-07-02 20:53:00,74,Low
2024-07-02 20:53:00,75,Peak
2024-07-02 21:11:00,70,Low
2024-07-02 21:11:00,71,Peak
2024-07-02 21:14:00,70,Peak
2024-07-02 21:14:00,69,Low
2024-07-02 21:27:00,65,Low
2024-07-02 21:27:00,66,Peak
2024-07-02 21:59:00,56,Peak
2024-07-02 21:59:00,55,Low
2024-07-02 22:06:00,52,Low
2024-07-02 22:06:00,53,Peak
2024-07-02 22:09:00,52,Peak
2024-07-02 22:12:00,51,Peak
2024-07-02 22:12:00,50,Low
2024-07-02 22:16:00,48,Low
2024-07-02 22:16:00,49,Peak
2024-07-02 22:45:00,40,Low
2024-07-02 22:45:00,41,Peak
2024-07-02 22:48:00,39,Low
2024-07-02 22:48:00,40,Peak
2024-07-02 22:53:00,38,Low
2024-07-02 22:53:00,39,Peak
2024-07-02 23:03:00,37,Peak
2024-07-02 23:03:00,36,Low
2024-07-02 23:18:00,35,Peak
2024-07-02 23:18:00,34,Low
2024-07-02 23:35:00,33,Peak
2024-07-02 23:35:00,32,Low
2024-07-02 23:44:00,32,Peak
2024-07-02 23:44:00,31,Low
2024-07-02 23:48:00,31,Peak
2024-07-02 23:49:00,30,Low
2024-07-03 00:09:00,29,Low
2024-07-03 00:09:00,30,Peak
2024-07-03 00:13:00,29,Low
2024-07-03 01:41:00,100,Peak
